id	Text
1538	Some stomach discomfort occasionally for a few minutes right after taking it.
1539	Often can't stop yawning about 3:30 PM daily for about an hour.
1540	I lost weight and felt great.
1541	Have gained back all of the weight I lost and have a big appetite.
1542	When I first started Cymbalta (30mg) I had a major decrease in my appetite and a lot of trouble sleeping.
1543	First day nausea.
1544	"I feel happier, less ""blue"" I do have problems sleeping thru the night (I'm writing this at 4:30 am) but am hoping with continued dosage, that will subside."
1545	I have noticed decreased appetite and leg twitching (can't sit still).
1546	Hopefully these side effects will subside after a couple more days/weeks.
1547	One other thing is dry mouth.
1548	none of these side effects bad enough to discontinue drug so far. 
1549	vertigo, sweating, vivid dreams(though at times quite entertaining).
1550	I wish it didn't make me sweat more but it's a side effect I'll live with.
1551	Loose stools, gas, some fatigue soon after dose.
1552	Constipation (1200 mg calcium gel caps is a remedy), the first day I experience,d 1 or 2 hrs of nausea first day only, dizziness has been eliminated by taking the 60 mgs at night !
1553	1 brain zapper after 10 months during a migraine headache which was a very sharp pain that radiated from my head and downmy back that was shocking and lasted a total of maybe 1 second.
1554	I sleep at night, no nightmares and my dreams are , REALLY VIVID as I am a VISUAL ARTIST.
1555	A few times I have experienced theo peripheral shadows, 1 second, then gone but I now realize what they are and they no longer scare the hell out of me.
1556	I will accept the annoying side affects if cymbalta continues to keep the grim reaper, depression and anxiety, OUT of lifejourney.
1557	Oh, sex life; try a roller coaster ride to work you up to it .
1558	But I am so tired, all I want to do with my spare time is sleep and Now I am suffering severe anxiety daily as never before that I try to treat with Clonozpam.
1559	I am worried that the anxiety attacks will cause me to do something totally illogical and dangerous to myself.
1560	No trouble sleeping; had been on Ambien CR whiich had topped working, but now I sleep all the time.
1561	Jaw clenching, insomnia, excessive yawning, tiredness & nausea if not taken with food.
1562	Most of these side effects diminished markedly after 2 weeks.
1563	The side effects that I experienced were not debilitating, the only one that bothers me is the waking through the night but I think that's improving now.
1564	I felt uncomfortable in my own body for weeks,but not enough to quit.
1565	I gained an additional 20lbs I am fatigued, have fluid retention, my pain has broken through again and my depression has come back.
1566	Weight Loss, initially nausea, but the nausea subsided after ~3 weeks. 
1567	Dry Mouth, chronic forgetfulness, a mental 'haze', it feels like I am peeing every liquid out of my body.
1568	I feel as if my mind is constantly a cool calm pond.
1569	I do however feel a blunting of my emotional life and I wish that were not the case.
1570	Initially; dizziness, brain zaps, weight loss, nausea.
1571	Now I have night sweats and my body temperature has increased.
1572	My weight has stablised and I am seven pounds heavier than I used to be, but I have a decreased appetite.
1573	Constipation, lucid dreams, apathy (which is better sometimes than worrying about everything). 
1575	Works great for my depression, but caused excessive hunger leading to a 30 lb weight gain in 2 years.
1576	Increased sweatiness, extremely oily skin and acne, weight gain, strange dreams, alternating insomnia and then fatigue, and constipation.
1577	hot sweats, regular powerful muscle aches, loss of sexual libdo, 40 lbs weight gain.
1578	Insomnia, dry mouth, constipation, nausea.
1579	This gets rid of nausea and lessens the insomnia and dry mouth.
1580	I take a stool softener to help with the constipation.
1581	On 120 mg 11 months later, depression has lifted and general anxiety has decreased overall, but I feel like I am always 'shaking' and 'cannot breathe', and I cannot sleep any longer than 3 hours per night.
1582	Today is Sunday, 11-9-08)  In the past three nights, I have been experiencing insomnia.
1583	I am really, really shaky, nervous, a bit tense and I feel like I am having heart palpitations.
1584	Yes - you may have difficulty sleeping, I take Trazadone but have for years.
1585	I did have a body rash (Malasezia) and other symptoms of my body experiencing a pH or general shift.
1586	I also had a pleural effusion and was hospitalized for over a day.
1587	 Despite its side effects, I find cymbalta the best choice for Depression, Anhedonia and Insomnia due to GAD.
1588	Insomnia, decreased appetite (though that's a good thing in my case; the depression had me overeating).
1589	I have been experiencing insomnia due to it, but with 25mg of Trazodone, that's evened out wonderfully.
1590	Possibly tiredness/sleepiness (though I've felt that way long before starting Cymbalta).
1591	Weight Gain.
1592	felt a little nausea the first day.
1593	I have a hot flash type of feeling the first few hours after taking it.
1594	I sweat a little more and my sex drive has decreased somewhat.
1595	Slight nausea at first - but went away after a few days.
1596	Extreme sleepiness in the evenings during the first week - no problem now.
1597	Still have a night or two during the week when I can't sleep or wake up @ 2 a. m. I feel better than I have in a very long time!
1598	These effects go away in 1-3 days.
1599	nausea at first, but that went away.
1600	Lost some weight, keeps me from eating like I was.
1601	I had high blood pressure and migraines so Inderal was added.
1602	The first few days were like a fog.
1603	I didn't eat much due to nausea and then it was fine.
1604	Had a headache too.
1605	Difficulty with reaching orgasm.
1606	Dry mouth and weightloss.
1607	I feel full much sooner when eating than I used to.
1608	Much less pain, a little headache now and then.
1609	At first i yawned constantly and had dry mouth but over time it stopped, and weight loss.
1610	ACCELERATED weight gain, initial night sweats, initial sleepiness.
1611	After trying all others, this drug has given me a sense of calm and feeling of contentedness that I never knew others lived with Unfortunately, I also experienced drastic wieght gain of 25 lbs within 6 months and it is still going.
1612	I would hate to stop the cymbalta but have gone up 3 pant sizes!
1613	contipation, dry mouth. 
1614	extreme ongoing and continual nausea, delayed orgasm, numb hands & feet.
1615	at first had some anxiety and still have insomnia, usually after sleeping only 4 hrs.
1616	in the past two months have had three severe colds that start with flu-like symptoms and then have severe congestion lasting a couple of weeks.
1617	flatulence, loose stools, and a really good reaction in evey day life.
1618	Exhaustion, horrible anxiety, crying, unable to work or function.
1619	Tired, tinnitus, restless legs.
1620	I initially had exacerbation of restless legs, which went away over time as I adjusted to Cymbalta.
1621	I can get tired and spacey in the afternoon when it kicks in, but I gladly take the med because it has given me my life back.
